customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1187,54,Female,Pants,Clothing,30,Tennessee,L,Cyan,Fall,5.0,Yes,2-Day Shipping,Yes,47,Credit Card,Annually,Middle Aged,365
3036,58,Female,Blouse,Clothing,92,Ohio,L,Indigo,Summer,5.0,Yes,Free Shipping,Yes,34,Credit Card,Monthly,Middle Aged,30
3471,65,Male,Dress,Clothing,58,Minnesota,XL,Purple,Spring,5.0,No,2-Day Shipping,Yes,23,Debit Card,Weekly,Senior,7
1854,31,Female,Backpack,Accessories,72,New York,M,Olive,Fall,3.0,No,Free Shipping,Yes,4,PayPal,Weekly,Adult,7
798,60,Male,Dress,Clothing,82,Florida,M,Maroon,Fall,3.0,No,Standard,Yes,37,Debit Card,Monthly,Senior,30
1524,66,Female,Blouse,Clothing,41,Illinois,XL,Gold,Summer,5.0,No,Express,Yes,21,Credit Card,Weekly,Senior,7
3816,24,Female,Jacket,Outerwear,92,South Carolina,XL,Red,Spring,5.0,Yes,Store Pickup,Yes,46,Apple Pay,Weekly,Young Adult,7
1373,37,Female,Coat,Outerwear,34,Kentucky,XL,White,Winter,5.0,No,Free Shipping,Yes,40,Credit Card,Monthly,Adult,30
251,50,Female,Sunglasses,Accessories,79,Vermont,XL,Cyan,Winter,3.0,No,Express,Yes,42,Credit Card,Monthly,Middle Aged,30
211,43,Female,Sandals,Footwear,58,Tennessee,M,Purple,Summer,5.0,No,Free Shipping,Yes,6,Credit Card,Bi-Weekly,Adult,14
3444,32,Male,Sunglasses,Accessories,25,Alabama,XL,Peach,Summer,4.0,No,Express,No,9,Credit Card,Monthly,Adult,30
1988,47,Female,Shoes,Footwear,69,Florida,XL,Maroon,Winter,5.0,No,Standard,Yes,30,Credit Card,Monthly,Middle Aged,30
1687,65,Female,Gloves,Accessories,54,Oregon,L,Lavender,Spring,4.0,No,Express,Yes,24,Credit Card,Monthly,Senior,30
534,47,Female,Hoodie,Clothing,33,Minnesota,S,Beige,Fall,4.0,No,Express,Yes,13,Debit Card,Bi-Weekly,Middle Aged,14
2348,61,Female,Shoes,Footwear,91,Maryland,XL,Blue,Summer,3.0,No,Free Shipping,Yes,34,Credit Card,Monthly,Senior,30
2419,49,Male,Shirt,Clothing,93,Maryland,M,Pink,Summer,5.0,No,2-Day Shipping,Yes,46,Debit Card,Weekly,Middle Aged,7
3880,40,Male,Handbag,Accessories,31,Virginia,S,Blue,Winter,5.0,No,Free Shipping,Yes,11,PayPal,Monthly,Adult,30
164,24,Male,Shirt,Clothing,82,Hawaii,L,Violet,Fall,2.0,No,Store Pickup,Yes,4,Credit Card,Weekly,Young Adult,7
3047,34,Male,Sweater,Clothing,33,West Virginia,S,Indigo,Summer,4.0,No,Free Shipping,Yes,20,Credit Card,Bi-Weekly,Adult,14
2144,50,Female,Coat,Outerwear,57,Oklahoma,L,Green,Winter,4.0,Yes,2-Day Shipping,Yes,10,PayPal,Monthly,Middle Aged,30
3197,56,Male,Jewelry,Accessories,68,New Jersey,S,Black,Winter,5.0,No,Express,Yes,11,Debit Card,Annually,Middle Aged,365
833,53,Male,Belt,Accessories,83,Rhode Island,XL,Red,Fall,4.0,No,Standard,Yes,39,Debit Card,Monthly,Middle Aged,30
3884,52,Male,Handbag,Accessories,34,Idaho,S,Olive,Summer,3.0,Yes,Free Shipping,Yes,5,Credit Card,Annually,Middle Aged,365
509,36,Female,Shoes,Footwear,46,New Mexico,L,Magenta,Fall,5.0,No,Free Shipping,Yes,8,PayPal,Annually,Adult,365
3399,70,Male,T-shirt,Clothing,30,Connecticut,M,Indigo,Winter,4.0,Yes,Free Shipping,Yes,3,Credit Card,Monthly,Senior,30
2861,36,Male,Dress,Clothing,92,West Virginia,S,Lavender,Summer,4.0,No,Free Shipping,No,46,Credit Card,Weekly,Adult,7
796,31,Female,Hoodie,Clothing,95,Kentucky,XL,Gold,Summer,5.0,No,Express,Yes,31,Debit Card,Monthly,Adult,30
1020,47,Female,T-shirt,Clothing,88,Oregon,XL,Yellow,Fall,5.0,No,Free Shipping,Yes,36,PayPal,Monthly,Middle Aged,30
2924,56,Female,Jeans,Clothing,23,Delaware,M,Pink,Winter,4.0,No,Free Shipping,Yes,22,Credit Card,Weekly,Middle Aged,7
46,40,Male,Handbag,Accessories,83,Maine,M,Silver,Fall,5.0,No,Express,Yes,27,Credit Card,Weekly,Adult,7
2554,54,Male,Pants,Clothing,89,Hawaii,S,Gray,Winter,4.0,No,Free Shipping,No,39,Credit Card,Monthly,Middle Aged,30
534,59,Male,Shorts,Clothing,39,Texas,XL,Lavender,Spring,4.0,Yes,Express,Yes,44,Apple Pay,Monthly,Middle Aged,30
2130,58,Female,Coat,Outerwear,42,Connecticut,L,Green,Spring,4.0,No,Free Shipping,Yes,6,Credit Card,Monthly,Middle Aged,30
183,69,Male,Boots,Footwear,51,Massachusetts,M,Gold,Spring,4.0,No,Standard,Yes,22,Debit Card,Bi-Weekly,Senior,14
2992,48,Female,Skirt,Clothing,47,Ohio,L,Black,Winter,5.0,No,Free Shipping,Yes,11,Credit Card,Weekly,Middle Aged,7
1732,53,Female,Scarf,Accessories,69,Rhode Island,S,Indigo,Winter,5.0,Yes,Free Shipping,Yes,6,Credit Card,Monthly,Middle Aged,30
3450,61,Male,Socks,Clothing,59,New Mexico,M,Lavender,Winter,5.0,No,Free Shipping,Yes,3,Debit Card,Monthly,Senior,30
3786,38,Male,Socks,Clothing,21,Nebraska,M,Teal,Fall,5.0,No,Express,Yes,33,PayPal,Monthly,Adult,30
267,57,Female,Belt,Accessories,25,Washington,S,White,Winter,4.0,No,Express,Yes,27,Credit Card,Monthly,Middle Aged,30
2515,50,Female,Socks,Clothing,43,South Dakota,L,Pink,Winter,2.0,No,Free Shipping,Yes,33,Credit Card,Monthly,Middle Aged,30
1774,67,Male,Blouse,Clothing,67,Illinois,S,Gray,Spring,5.0,Yes,Next Day Air,Yes,25,Credit Card,Annually,Senior,365
489,46,Female,Pants,Clothing,81,Pennsylvania,XL,Green,Winter,4.0,No,Free Shipping,Yes,37,Credit Card,Annually,Middle Aged,365
2840,62,Female,Jeans,Clothing,69,New Hampshire,L,Red,Summer,3.0,Yes,Free Shipping,Yes,30,Credit Card,Monthly,Senior,30
2330,38,Female,Hoodie,Clothing,50,Delaware,M,Olive,Spring,5.0,No,Store Pickup,No,3,Debit Card,Bi-Weekly,Adult,14
1261,60,Male,Sneakers,Footwear,44,Louisiana,L,Teal,Spring,3.0,Yes,Express,Yes,48,Credit Card,Annually,Senior,365
41,64,Female,Sunglasses,Accessories,100,Illinois,M,Lavender,Spring,4.0,No,Free Shipping,Yes,39,Credit Card,Monthly,Senior,30
1226,51,Female,Shirt,Clothing,81,Nebraska,M,Orange,Winter,2.0,No,Express,Yes,2,Credit Card,Monthly,Middle Aged,30
375,68,Male,Backpack,Accessories,86,South Dakota,XL,Silver,Fall,4.0,No,Express,No,32,Credit Card,Monthly,Senior,30
2329,29,Male,Blouse,Clothing,74,Iowa,L,White,Summer,5.0,No,Free Shipping,No,1,Credit Card,Annually,Young Adult,365
3216,25,Male,Sandals,Footwear,38,West Virginia,XL,Charcoal,Fall,5.0,No,Express,Yes,41,PayPal,Monthly,Young Adult,30
2184,54,Female,Jewelry,Accessories,34,California,L,Cyan,Fall,1.0,No,Free Shipping,Yes,47,Debit Card,Bi-Weekly,Middle Aged,14
854,36,Male,Shoes,Footwear,81,Michigan,M,Peach,Fall,4.0,Yes,2-Day Shipping,Yes,34,PayPal,Weekly,Adult,7
1692,47,Male,Jeans,Clothing,44,Maine,M,Gray,Fall,5.0,No,Express,Yes,7,Credit Card,Monthly,Middle Aged,30
3299,57,Male,Gloves,Accessories,27,Nebraska,M,Magenta,Summer,5.0,No,Store Pickup,No,7,Credit Card,Monthly,Middle Aged,30
1241,69,Female,Pants,Clothing,61,North Dakota,S,Indigo,Winter,5.0,Yes,2-Day Shipping,Yes,18,Debit Card,Monthly,Senior,30
3018,65,Male,Gloves,Accessories,98,Florida,XL,Teal,Spring,4.0,Yes,Free Shipping,Yes,24,Credit Card,Bi-Weekly,Senior,14
2802,52,Female,Pants,Clothing,96,Arkansas,XL,Silver,Winter,5.0,Yes,2-Day Shipping,Yes,39,Credit Card,Monthly,Middle Aged,30
2610,42,Female,Dress,Clothing,23,Maine,S,Red,Summer,5.0,No,Free Shipping,Yes,12,PayPal,Monthly,Adult,30
644,55,Female,Shirt,Clothing,20,South Dakota,S,Maroon,Winter,4.0,No,Store Pickup,Yes,37,Debit Card,Weekly,Middle Aged,7
1835,30,Male,Hat,Accessories,74,Ohio,M,Cyan,Summer,4.0,No,Express,Yes,47,Debit Card,Monthly,Adult,30
2970,53,Male,T-shirt,Clothing,43,Iowa,S,Yellow,Winter,4.0,No,Free Shipping,Yes,29,Debit Card,Weekly,Middle Aged,7
965,42,Male,Pants,Clothing,25,Connecticut,XL,Lavender,Spring,5.0,No,Standard,No,9,Debit Card,Weekly,Adult,7
2269,33,Male,Belt,Accessories,99,Connecticut,S,Orange,Winter,4.0,Yes,Standard,Yes,35,Credit Card,Weekly,Adult,7
2105,40,Male,Blouse,Clothing,37,Utah,XL,Teal,Fall,2.0,Yes,Free Shipping,Yes,49,Credit Card,Monthly,Adult,30
3228,50,Male,Belt,Accessories,30,Idaho,M,Red,Fall,4.0,Yes,Free Shipping,No,44,Credit Card,Weekly,Middle Aged,7
17,70,Female,Sneakers,Footwear,45,Wisconsin,L,Gold,Summer,4.0,No,Free Shipping,Yes,21,PayPal,Weekly,Senior,7
2488,18,Female,Dress,Clothing,40,North Carolina,S,Turquoise,Winter,5.0,No,2-Day Shipping,Yes,9,Credit Card,Bi-Weekly,Young Adult,14
1506,55,Male,Skirt,Clothing,75,Pennsylvania,M,White,Summer,5.0,Yes,Express,Yes,21,Credit Card,Weekly,Middle Aged,7
2937,24,Male,Jacket,Outerwear,91,Arkansas,S,Teal,Spring,5.0,Yes,Free Shipping,Yes,29,Debit Card,Monthly,Young Adult,30
1235,24,Male,Scarf,Accessories,27,Pennsylvania,M,Yellow,Spring,5.0,No,2-Day Shipping,Yes,35,Debit Card,Monthly,Young Adult,30
2817,41,Female,Scarf,Accessories,90,Delaware,XL,Teal,Summer,5.0,No,Free Shipping,Yes,28,Debit Card,Monthly,Adult,30
364,69,Male,Coat,Outerwear,28,Vermont,XL,Red,Summer,4.0,No,Next Day Air,No,23,Credit Card,Monthly,Senior,30
573,27,Male,Sandals,Footwear,78,North Dakota,M,Green,Summer,5.0,Yes,Express,Yes,35,Credit Card,Monthly,Young Adult,30
2412,54,Female,Boots,Footwear,90,Michigan,M,Lavender,Fall,4.0,No,Express,Yes,34,Credit Card,Bi-Weekly,Middle Aged,14
2693,24,Female,Hoodie,Clothing,50,Kansas,XL,Silver,Winter,3.0,No,Free Shipping,No,19,PayPal,Bi-Weekly,Young Adult,14
1078,47,Female,Sneakers,Footwear,51,Louisiana,XL,Olive,Summer,5.0,No,Next Day Air,Yes,13,Credit Card,Weekly,Middle Aged,7
1987,46,Male,Sandals,Footwear,57,Michigan,M,Cyan,Summer,4.0,Yes,Free Shipping,No,5,Credit Card,Annually,Middle Aged,365
710,70,Female,Shoes,Footwear,65,Delaware,XL,Turquoise,Winter,4.0,No,Free Shipping,No,38,Credit Card,Monthly,Senior,30
811,35,Male,Pants,Clothing,42,Arkansas,S,Purple,Winter,4.0,Yes,Express,No,9,Debit Card,Monthly,Adult,30
3857,43,Female,Sunglasses,Accessories,38,Wisconsin,M,Lavender,Spring,5.0,No,Express,Yes,28,Debit Card,Annually,Adult,365
1840,55,Female,Hoodie,Clothing,27,Florida,M,Brown,Winter,1.0,No,Express,Yes,13,PayPal,Bi-Weekly,Middle Aged,14
1275,58,Male,Sweater,Clothing,52,Ohio,M,Indigo,Fall,2.0,No,Next Day Air,Yes,25,Credit Card,Weekly,Middle Aged,7
2276,28,Male,Skirt,Clothing,76,Utah,L,Maroon,Summer,4.0,No,Free Shipping,Yes,33,Credit Card,Monthly,Young Adult,30
860,39,Female,Jacket,Outerwear,21,Nevada,L,Olive,Winter,3.0,No,Free Shipping,Yes,9,Credit Card,Bi-Weekly,Adult,14
1147,58,Male,Sweater,Clothing,89,Tennessee,S,Yellow,Summer,3.0,No,Store Pickup,Yes,49,Debit Card,Monthly,Middle Aged,30
395,52,Male,Pants,Clothing,86,Florida,XL,Turquoise,Summer,4.0,Yes,Free Shipping,No,36,Credit Card,Annually,Middle Aged,365
2710,68,Male,Shirt,Clothing,63,New Mexico,XL,Maroon,Fall,3.0,No,Express,Yes,34,Debit Card,Bi-Weekly,Senior,14
2454,63,Female,Jewelry,Accessories,43,New Mexico,L,Maroon,Summer,5.0,No,Free Shipping,Yes,1,Credit Card,Annually,Senior,365
3625,29,Male,Shorts,Clothing,43,Florida,S,Turquoise,Spring,5.0,Yes,Express,Yes,6,Credit Card,Annually,Young Adult,365
1910,44,Male,Backpack,Accessories,90,Tennessee,S,Yellow,Summer,5.0,Yes,2-Day Shipping,Yes,12,Gift Card,Annually,Adult,365
2445,32,Female,Skirt,Clothing,43,Arkansas,M,Olive,Winter,1.0,Yes,Express,Yes,45,Apple Pay,Monthly,Adult,30
2745,43,Female,Dress,Clothing,40,Maine,XL,Peach,Spring,5.0,Yes,Free Shipping,Yes,19,Credit Card,Annually,Adult,365
1705,28,Male,Gloves,Accessories,92,New Jersey,M,Teal,Spring,5.0,No,Standard,Yes,44,Debit Card,Bi-Weekly,Young Adult,14
3252,29,Male,Handbag,Accessories,64,North Carolina,M,Lavender,Summer,4.0,No,2-Day Shipping,Yes,28,Credit Card,Bi-Weekly,Young Adult,14
1890,29,Male,Socks,Clothing,52,Connecticut,S,White,Summer,4.0,No,2-Day Shipping,Yes,28,PayPal,Monthly,Young Adult,30
846,66,Male,Dress,Clothing,71,Minnesota,S,Gold,Winter,5.0,No,Free Shipping,Yes,47,Debit Card,Bi-Weekly,Senior,14
3150,33,Male,Gloves,Accessories,39,Idaho,M,Magenta,Winter,5.0,No,Standard,Yes,31,Debit Card,Monthly,Adult,30
2333,29,Female,Sunglasses,Accessories,63,Kansas,S,Magenta,Winter,3.0,No,Standard,Yes,8,Debit Card,Monthly,Young Adult,30
2561,47,Male,Shorts,Clothing,40,Pennsylvania,XL,Gray,Summer,4.0,No,2-Day Shipping,No,9,Debit Card,Annually,Middle Aged,365
3683,18,Male,Gloves,Accessories,40,Florida,M,Silver,Spring,5.0,No,Express,Yes,33,Debit Card,Monthly,Young Adult,30
2922,40,Female,Shoes,Footwear,86,Oklahoma,S,Lavender,Spring,5.0,No,Free Shipping,No,48,Credit Card,Bi-Weekly,Adult,14
1367,44,Female,Dress,Clothing,86,Alabama,S,White,Spring,1.0,No,Express,Yes,5,Credit Card,Monthly,Adult,30
492,29,Female,Dress,Clothing,73,Iowa,L,Olive,Summer,5.0,No,Express,Yes,8,Debit Card,Weekly,Young Adult,7
466,36,Female,Skirt,Clothing,82,Connecticut,S,Black,Summer,5.0,No,Express,Yes,28,Gift Card,Monthly,Adult,30
1638,42,Male,Sweater,Clothing,59,Nevada,M,Charcoal,Summer,4.0,Yes,2-Day Shipping,No,38,Credit Card,Annually,Adult,365
1911,25,Male,Skirt,Clothing,71,Tennessee,S,Silver,Winter,5.0,No,Free Shipping,Yes,37,Credit Card,Monthly,Young Adult,30
1720,32,Female,Socks,Clothing,100,New York,XL,Maroon,Winter,5.0,No,2-Day Shipping,Yes,1,Apple Pay,Annually,Adult,365
1350,47,Female,Pants,Clothing,22,Rhode Island,L,White,Winter,4.0,Yes,Free Shipping,Yes,38,Credit Card,Monthly,Middle Aged,30
572,59,Male,Jeans,Clothing,69,Colorado,S,Maroon,Spring,4.0,No,Free Shipping,Yes,35,Credit Card,Weekly,Middle Aged,7
266,49,Female,Sneakers,Footwear,42,Arizona,S,Beige,Winter,3.0,No,Store Pickup,Yes,4,Apple Pay,Monthly,Middle Aged,30
458,66,Female,T-shirt,Clothing,93,Alaska,S,Beige,Winter,5.0,No,Standard,No,43,Debit Card,Weekly,Senior,7
929,70,Male,Handbag,Accessories,44,Montana,XL,Yellow,Spring,4.0,No,2-Day Shipping,No,2,Debit Card,Bi-Weekly,Senior,14
3568,23,Male,Boots,Footwear,28,Illinois,XL,Maroon,Fall,5.0,Yes,Free Shipping,No,32,Apple Pay,Annually,Young Adult,365
3142,26,Male,T-shirt,Clothing,50,South Carolina,M,Pink,Winter,4.0,No,Free Shipping,Yes,26,Debit Card,Bi-Weekly,Young Adult,14
1403,70,Male,Sandals,Footwear,49,Georgia,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,26,Credit Card,Monthly,Senior,30
419,24,Female,Skirt,Clothing,62,Arkansas,M,White,Winter,5.0,Yes,Free Shipping,Yes,17,Credit Card,Monthly,Young Adult,30
1647,59,Male,Jewelry,Accessories,35,Colorado,M,Lavender,Summer,4.0,No,Next Day Air,Yes,41,Debit Card,Annually,Middle Aged,365
1042,38,Male,Sneakers,Footwear,24,Virginia,L,Lavender,Winter,5.0,Yes,2-Day Shipping,Yes,44,Credit Card,Monthly,Adult,30
3459,25,Female,Sweater,Clothing,59,Mississippi,M,Purple,Winter,5.0,Yes,Express,Yes,28,Credit Card,Weekly,Young Adult,7
3484,67,Female,T-shirt,Clothing,36,Massachusetts,L,Teal,Winter,5.0,No,Free Shipping,Yes,6,Gift Card,Monthly,Senior,30
1373,64,Male,Belt,Accessories,81,Idaho,XL,Red,Summer,4.0,No,2-Day Shipping,No,8,Debit Card,Monthly,Senior,30
153,45,Female,Sandals,Footwear,28,Kentucky,S,Black,Winter,4.0,Yes,2-Day Shipping,Yes,49,Debit Card,Bi-Weekly,Middle Aged,14
583,69,Male,Jeans,Clothing,82,Michigan,L,Silver,Winter,1.0,Yes,2-Day Shipping,Yes,8,Debit Card,Annually,Senior,365
2249,70,Female,Hat,Accessories,70,Arkansas,L,Maroon,Spring,4.0,No,Free Shipping,No,29,Credit Card,Annually,Senior,365
3742,21,Male,Socks,Clothing,32,Maine,M,Blue,Fall,5.0,No,Express,Yes,47,Credit Card,Monthly,Young Adult,30
3307,42,Male,Belt,Accessories,74,Alabama,M,Yellow,Spring,4.0,No,Express,No,6,Credit Card,Monthly,Adult,30
1440,27,Male,Skirt,Clothing,84,Tennessee,XL,Cyan,Spring,5.0,Yes,Free Shipping,Yes,30,Debit Card,Annually,Young Adult,365
379,51,Male,Skirt,Clothing,49,Indiana,L,Green,Winter,3.0,No,Free Shipping,Yes,29,Debit Card,Monthly,Middle Aged,30
2833,53,Male,Jewelry,Accessories,98,South Dakota,M,Maroon,Summer,5.0,No,Free Shipping,Yes,10,Credit Card,Weekly,Middle Aged,7
1662,58,Male,Socks,Clothing,88,North Carolina,M,Orange,Winter,5.0,No,Express,Yes,10,Credit Card,Monthly,Middle Aged,30
2090,40,Female,Scarf,Accessories,49,Arkansas,L,Magenta,Summer,5.0,Yes,2-Day Shipping,Yes,4,Credit Card,Monthly,Adult,30
3068,63,Male,Jewelry,Accessories,49,Massachusetts,XL,Pink,Summer,5.0,Yes,Standard,Yes,8,PayPal,Bi-Weekly,Senior,14
3687,36,Male,Jeans,Clothing,75,Kentucky,M,Black,Winter,2.0,No,Free Shipping,Yes,25,Apple Pay,Annually,Adult,365
1965,40,Female,Boots,Footwear,31,Delaware,M,Gray,Fall,4.0,No,Free Shipping,No,17,Debit Card,Monthly,Adult,30
88,25,Female,Scarf,Accessories,67,Wisconsin,L,Pink,Summer,5.0,Yes,Free Shipping,Yes,41,Apple Pay,Monthly,Young Adult,30
903,59,Male,Dress,Clothing,94,New Mexico,M,Beige,Fall,5.0,Yes,2-Day Shipping,Yes,7,PayPal,Weekly,Middle Aged,7
335,18,Female,Hoodie,Clothing,30,Florida,S,Cyan,Summer,4.0,No,Express,No,48,Credit Card,Bi-Weekly,Young Adult,14
954,21,Female,Belt,Accessories,50,Idaho,S,Beige,Summer,3.0,No,2-Day Shipping,Yes,3,Credit Card,Monthly,Young Adult,30
3764,18,Female,Coat,Outerwear,24,Nevada,S,Teal,Spring,5.0,No,Express,Yes,9,Gift Card,Bi-Weekly,Young Adult,14
608,38,Male,Jewelry,Accessories,52,Kentucky,L,Indigo,Summer,5.0,Yes,Free Shipping,Yes,23,Credit Card,Weekly,Adult,7
1000,65,Male,Sneakers,Footwear,49,Missouri,XL,Magenta,Spring,5.0,No,Express,Yes,32,Credit Card,Bi-Weekly,Senior,14
2184,42,Male,Jacket,Outerwear,43,Delaware,L,Blue,Summer,5.0,No,2-Day Shipping,Yes,14,Credit Card,Monthly,Adult,30
3340,65,Female,Dress,Clothing,96,New Jersey,M,Black,Summer,3.0,Yes,Express,Yes,46,Credit Card,Weekly,Senior,7
1553,62,Male,Scarf,Accessories,100,Rhode Island,L,Pink,Winter,2.0,No,Free Shipping,Yes,37,Debit Card,Weekly,Senior,7
3207,42,Male,Pants,Clothing,72,Delaware,L,Blue,Spring,4.0,No,2-Day Shipping,No,29,Debit Card,Bi-Weekly,Adult,14
189,45,Female,Handbag,Accessories,73,Wisconsin,XL,Olive,Spring,4.0,No,Express,Yes,41,Apple Pay,Bi-Weekly,Middle Aged,14
856,52,Male,Shoes,Footwear,98,Colorado,L,Beige,Winter,4.0,No,Standard,Yes,47,Credit Card,Bi-Weekly,Middle Aged,14
3262,30,Female,Hoodie,Clothing,59,Hawaii,M,Violet,Summer,5.0,No,Free Shipping,Yes,29,Credit Card,Annually,Adult,365
1364,49,Male,Hoodie,Clothing,99,Connecticut,L,Cyan,Summer,5.0,No,Express,No,3,Debit Card,Bi-Weekly,Middle Aged,14
3547,31,Female,Sunglasses,Accessories,62,Michigan,S,Purple,Fall,5.0,No,Express,No,5,PayPal,Monthly,Adult,30
1441,44,Female,Sunglasses,Accessories,53,Virginia,M,Beige,Winter,3.0,No,Free Shipping,Yes,31,Debit Card,Monthly,Adult,30
959,34,Female,Shorts,Clothing,39,Georgia,M,White,Winter,5.0,No,Free Shipping,Yes,50,PayPal,Annually,Adult,365
3600,63,Male,Handbag,Accessories,97,Mississippi,S,Black,Spring,4.0,No,Express,Yes,22,Debit Card,Monthly,Senior,30
1424,60,Male,Sweater,Clothing,22,Nebraska,M,Teal,Winter,5.0,No,Express,No,8,PayPal,Monthly,Senior,30
665,25,Female,Gloves,Accessories,84,Connecticut,S,Black,Summer,3.0,No,Free Shipping,Yes,22,Credit Card,Bi-Weekly,Young Adult,14
43,22,Male,Gloves,Accessories,25,Kansas,M,Violet,Winter,4.0,Yes,Store Pickup,Yes,41,Credit Card,Monthly,Young Adult,30
2225,26,Female,Shorts,Clothing,47,Utah,S,Violet,Summer,5.0,No,2-Day Shipping,No,43,Credit Card,Monthly,Young Adult,30
460,52,Female,Hoodie,Clothing,39,Illinois,S,White,Winter,3.0,No,Standard,Yes,41,Debit Card,Weekly,Middle Aged,7
2454,19,Male,Shoes,Footwear,28,Alaska,L,Maroon,Fall,5.0,No,Standard,Yes,35,Debit Card,Monthly,Young Adult,30
514,34,Male,Gloves,Accessories,79,New Jersey,S,Yellow,Fall,2.0,No,Store Pickup,Yes,41,Debit Card,Monthly,Adult,30
239,27,Male,Dress,Clothing,26,Arizona,S,Maroon,Fall,4.0,No,Express,Yes,18,Credit Card,Monthly,Young Adult,30
636,23,Male,Sweater,Clothing,27,Idaho,XL,Indigo,Winter,5.0,No,Express,Yes,9,Debit Card,Annually,Young Adult,365
1760,55,Male,Coat,Outerwear,52,Kansas,L,Pink,Fall,5.0,No,Free Shipping,Yes,37,Credit Card,Monthly,Middle Aged,30
536,28,Male,Belt,Accessories,46,California,S,Green,Fall,4.0,Yes,Standard,Yes,32,Credit Card,Weekly,Young Adult,7
2237,36,Female,Jewelry,Accessories,65,Virginia,XL,Black,Fall,5.0,Yes,Express,Yes,3,Debit Card,Monthly,Adult,30
3679,68,Female,Sneakers,Footwear,97,Massachusetts,S,Yellow,Summer,5.0,No,Free Shipping,Yes,12,Debit Card,Annually,Senior,365
3640,43,Male,Handbag,Accessories,23,Arkansas,M,Pink,Winter,5.0,No,Standard,Yes,28,Gift Card,Annually,Adult,365
265,55,Male,Jewelry,Accessories,67,Virginia,XL,Silver,Winter,4.0,No,Free Shipping,Yes,2,Debit Card,Monthly,Middle Aged,30
3544,39,Female,T-shirt,Clothing,20,New York,XL,Green,Summer,4.0,No,Standard,No,8,Apple Pay,Monthly,Adult,30
3647,50,Male,Jewelry,Accessories,35,Wyoming,XL,Silver,Fall,5.0,No,Standard,Yes,14,Credit Card,Annually,Middle Aged,365
990,61,Female,Skirt,Clothing,84,Arkansas,XL,Beige,Winter,5.0,Yes,Free Shipping,Yes,3,PayPal,Weekly,Senior,7
1824,64,Male,Shoes,Footwear,25,Delaware,M,Orange,Winter,5.0,Yes,Free Shipping,Yes,30,Credit Card,Monthly,Senior,30
2801,27,Male,Hoodie,Clothing,70,Washington,XL,Olive,Spring,5.0,Yes,Next Day Air,Yes,5,Credit Card,Monthly,Young Adult,30
349,35,Female,Sneakers,Footwear,34,South Dakota,M,Silver,Winter,4.0,No,Standard,Yes,8,Apple Pay,Monthly,Adult,30
879,64,Male,Sunglasses,Accessories,98,New Hampshire,L,Beige,Winter,3.0,No,2-Day Shipping,Yes,34,Debit Card,Monthly,Senior,30
1484,67,Female,Sunglasses,Accessories,41,South Dakota,XL,Violet,Summer,3.0,No,Express,Yes,23,Debit Card,Monthly,Senior,30
2072,47,Male,Jacket,Outerwear,98,Missouri,L,Olive,Winter,5.0,No,2-Day Shipping,Yes,15,PayPal,Annually,Middle Aged,365
1177,65,Female,Shorts,Clothing,38,Washington,XL,Pink,Fall,5.0,No,Express,Yes,3,Debit Card,Bi-Weekly,Senior,14
3604,56,Male,Handbag,Accessories,27,Utah,S,Violet,Spring,4.0,No,2-Day Shipping,Yes,35,Apple Pay,Annually,Middle Aged,365
288,47,Male,Sandals,Footwear,36,Kansas,M,Olive,Winter,4.0,No,Free Shipping,No,2,Debit Card,Weekly,Middle Aged,7
2543,36,Male,Coat,Outerwear,68,Maryland,XL,Olive,Spring,5.0,No,Free Shipping,Yes,32,Debit Card,Monthly,Adult,30
341,67,Male,Shorts,Clothing,31,Nebraska,XL,Turquoise,Summer,4.0,No,Standard,Yes,38,Apple Pay,Monthly,Senior,30
1327,54,Male,Handbag,Accessories,27,West Virginia,S,White,Summer,5.0,No,2-Day Shipping,Yes,13,Apple Pay,Weekly,Middle Aged,7
1866,41,Female,Shirt,Clothing,80,North Carolina,S,Gray,Summer,5.0,No,Free Shipping,Yes,16,Credit Card,Weekly,Adult,7
1758,53,Male,Belt,Accessories,26,Hawaii,L,Beige,Spring,1.0,No,Free Shipping,No,45,Credit Card,Monthly,Middle Aged,30
2892,21,Male,Shoes,Footwear,46,Illinois,L,Silver,Spring,5.0,No,Standard,Yes,49,Debit Card,Monthly,Young Adult,30
1780,67,Female,Boots,Footwear,72,New York,S,Teal,Spring,1.0,No,Standard,No,22,PayPal,Weekly,Senior,7
3284,25,Male,Shirt,Clothing,78,New Mexico,M,Gray,Spring,5.0,Yes,2-Day Shipping,Yes,28,Credit Card,Bi-Weekly,Young Adult,14
961,41,Male,Shorts,Clothing,70,Montana,L,White,Winter,5.0,No,Free Shipping,Yes,25,Gift Card,Monthly,Adult,30
395,53,Male,Sneakers,Footwear,64,Massachusetts,M,Gold,Summer,1.0,Yes,Express,Yes,36,Credit Card,Monthly,Middle Aged,30
3118,67,Male,Coat,Outerwear,87,Wyoming,XL,Purple,Winter,5.0,No,Express,Yes,48,PayPal,Monthly,Senior,30
